"Activity","Subject","Feature","Variable","Axis","Average"
"WALKING_DOWNSTAIRS","29","BodyGyro","mean","Z",-0.05850074350625
"WALKING_DOWNSTAIRS","29","BodyGyro","std","X",-0.300600197728125
"WALKING_DOWNSTAIRS","29","BodyGyro","std","Y",-0.372666413645833
"WALKING_DOWNSTAIRS","29","BodyGyro","std","Z",-0.363644230625
"WALKING_DOWNSTAIRS","29","BodyGyroJerk","mean","X",-0.0743986469979167
"WALKING_DOWNSTAIRS","29","BodyGyroJerk","mean","Y",-0.0671482305364583
"WALKING_DOWNSTAIRS","29","BodyGyroJerk","mean","Z",-0.0359648430270833
"WALKING_DOWNSTAIRS","29","BodyGyroJerk","std","X",-0.347807556958333
"WALKING_DOWNSTAIRS","29","BodyGyroJerk","std","Y",-0.693469035833333
"WALKING_DOWNSTAIRS","29","BodyGyroJerk","std","Z",-0.379769406458333
"WALKING_DOWNSTAIRS","29","BodyGyroJerkMag","mean",NA,-0.539174456458333
"WALKING_DOWNSTAIRS","29","BodyGyroJerkMag","std",NA,-0.59705704875
"WALKING_DOWNSTAIRS","29","BodyGyroMag","mean",NA,-0.122968108816667
"WALKING_DOWNSTAIRS","29","BodyGyroMag","std",NA,-0.26740979843125
"WALKING_DOWNSTAIRS","29","GravityAcc","mean","X",0.948486215
"WALKING_DOWNSTAIRS","29","GravityAcc","mean","Y",-0.0760962952291667
"WALKING_DOWNSTAIRS","29","GravityAcc","mean","Z",0.0919650454166667
"WALKING_DOWNSTAIRS","29","GravityAcc","std","X",-0.9417361925
"WALKING_DOWNSTAIRS","29","GravityAcc","std","Y",-0.91390306375
"WALKING_DOWNSTAIRS","29","GravityAcc","std","Z",-0.869300904791667
"WALKING_DOWNSTAIRS","29","GravityAccMag","mean",NA,0.103705165666667
"WALKING_DOWNSTAIRS","29","GravityAccMag","std",NA,0.1344811501875
"WALKING_DOWNSTAIRS","30","BodyAcc","mean","X",0.0881118449403226
"WALKING_DOWNSTAIRS","30","BodyAcc","mean","Y",-0.0195510477223387
"WALKING_DOWNSTAIRS","30","BodyAcc","mean","Z",-0.179022754446774
"WALKING_DOWNSTAIRS","30","BodyAcc","std","X",-0.0491480127558065
"WALKING_DOWNSTAIRS","30","BodyAcc","std","Y",-0.0603655345741935
"WALKING_DOWNSTAIRS","30","BodyAcc","std","Z",-0.23733453128871
"WALKING_DOWNSTAIRS","30","BodyAccJerk","mean","X",-0.0732649214645161
"WALKING_DOWNSTAIRS","30","BodyAccJerk","mean","Y",-0.116276943987097
"WALKING_DOWNSTAIRS","30","BodyAccJerk","mean","Z",-0.205759418167742
"WALKING_DOWNSTAIRS","30","BodyAccJerk","std","X",-0.258223315262097
"WALKING_DOWNSTAIRS","30","BodyAccJerk","std","Y",-0.206044057907258
"WALKING_DOWNSTAIRS","30","BodyAccJerk","std","Z",-0.501292600887097
"WALKING_DOWNSTAIRS","30","BodyAccJerkMag","mean",NA,-0.293738801622581
"WALKING_DOWNSTAIRS","30","BodyAccJerkMag","std",NA,-0.125283184512903
"WALKING_DOWNSTAIRS","30","BodyAccMag","mean",NA,-0.0166443009516935
"WALKING_DOWNSTAIRS","30","BodyAccMag","std",NA,-0.0960561470754032
"WALKING_DOWNSTAIRS","30","BodyBodyAccJerkMag","mean",NA,-0.125961400367742
"WALKING_DOWNSTAIRS","30","BodyBodyAccJerkMag","std",NA,-0.133124304612577
"WALKING_DOWNSTAIRS","30","BodyBodyGyroJerkMag","mean",NA,-0.617578814032258
"WALKING_DOWNSTAIRS","30","BodyBodyGyroJerkMag","std",NA,-0.645503942419355
"WALKING_DOWNSTAIRS","30","BodyBodyGyroMag","mean",NA,-0.356772347348871
"WALKING_DOWNSTAIRS","30","BodyBodyGyroMag","std",NA,-0.252361882572581
"WALKING_DOWNSTAIRS","30","BodyGyro","mean","X",-0.168810379122661
"WALKING_DOWNSTAIRS","30","BodyGyro","mean","Y",-0.20868818043629
"WALKING_DOWNSTAIRS","30","BodyGyro","mean","Z",-0.0870719920741936
"WALKING_DOWNSTAIRS","30","BodyGyro","std","X",-0.272154878616694
"WALKING_DOWNSTAIRS","30","BodyGyro","std","Y",-0.270562235653226
"WALKING_DOWNSTAIRS","30","BodyGyro","std","Z",-0.333455919483871
"WALKING_DOWNSTAIRS","30","BodyGyroJerk","mean","X",-0.0615954583870968
"WALKING_DOWNSTAIRS","30","BodyGyroJerk","mean","Y",-0.0496807640258064
"WALKING_DOWNSTAIRS","30","BodyGyroJerk","mean","Z",-0.0543595229322581
"WALKING_DOWNSTAIRS","30","BodyGyroJerk","std","X",-0.542764507096774
"WALKING_DOWNSTAIRS","30","BodyGyroJerk","std","Y",-0.613796303064516
"WALKING_DOWNSTAIRS","30","BodyGyroJerk","std","Z",-0.498882854032258
"WALKING_DOWNSTAIRS","30","BodyGyroJerkMag","mean",NA,-0.574337006451613
"WALKING_DOWNSTAIRS","30","BodyGyroJerkMag","std",NA,-0.617662073548387
"WALKING_DOWNSTAIRS","30","BodyGyroMag","mean",NA,-0.095537320533871
"WALKING_DOWNSTAIRS","30","BodyGyroMag","std",NA,-0.208267542032258
"WALKING_DOWNSTAIRS","30","GravityAcc","mean","X",0.958000491451613
"WALKING_DOWNSTAIRS","30","GravityAcc","mean","Y",-0.126710371903226
"WALKING_DOWNSTAIRS","30","GravityAcc","mean","Z",0.0288081674653226
"WALKING_DOWNSTAIRS","30","GravityAcc","std","X",-0.958890388709677
"WALKING_DOWNSTAIRS","30","GravityAcc","std","Y",-0.918678752419355
"WALKING_DOWNSTAIRS","30","GravityAcc","std","Z",-0.87766706
"WALKING_DOWNSTAIRS","30","GravityAccMag","mean",NA,-0.0373901122469355
"WALKING_DOWNSTAIRS","30","GravityAccMag","std",NA,-0.0135771208822581
"WALKING_UPSTAIRS","1","BodyAcc","mean","X",-0.0744300472641509
"WALKING_UPSTAIRS","1","BodyAcc","mean","Y",-0.10746493503783
"WALKING_UPSTAIRS","1","BodyAcc","mean","Z",-0.265325852084906
"WALKING_UPSTAIRS","1","BodyAcc","std","X",-0.346068106886792
"WALKING_UPSTAIRS","1","BodyAcc","std","Y",0.00972462281981132
"WALKING_UPSTAIRS","1","BodyAcc","std","Z",0.0332386577688679
"WALKING_UPSTAIRS","1","BodyAccJerk","mean","X",-0.189251257868868
"WALKING_UPSTAIRS","1","BodyAccJerk","mean","Y",-0.196979139964151
"WALKING_UPSTAIRS","1","BodyAccJerk","mean","Z",-0.365518449436792
"WALKING_UPSTAIRS","1","BodyAccJerk","std","X",-0.454375456792453
"WALKING_UPSTAIRS","1","BodyAccJerk","std","Y",-0.380025745660377
"WALKING_UPSTAIRS","1","BodyAccJerk","std","Z",-0.716316865849057
"WALKING_UPSTAIRS","1","BodyAccJerkMag","mean",NA,-0.466503446226415
"WALKING_UPSTAIRS","1","BodyAccJerkMag","std",NA,-0.478991622075472
"WALKING_UPSTAIRS","1","BodyAccMag","mean",NA,-0.241161787726415
"WALKING_UPSTAIRS","1","BodyAccMag","std",NA,-0.370615515377358
"WALKING_UPSTAIRS","1","BodyBodyAccJerkMag","mean",NA,-0.44265216245283
"WALKING_UPSTAIRS","1","BodyBodyAccJerkMag","std",NA,-0.533059853773585
"WALKING_UPSTAIRS","1","BodyBodyGyroJerkMag","mean",NA,-0.634665082075472
"WALKING_UPSTAIRS","1","BodyBodyGyroJerkMag","std",NA,-0.693930521509434
"WALKING_UPSTAIRS","1","BodyBodyGyroMag","mean",NA,-0.325961457396226
"WALKING_UPSTAIRS","1","BodyBodyGyroMag","std",NA,-0.182985518264151
"WALKING_UPSTAIRS","1","BodyGyro","mean","X",-0.221031144084906
"WALKING_UPSTAIRS","1","BodyGyro","mean","Y",-0.242822312072642
"WALKING_UPSTAIRS","1","BodyGyro","mean","Z",-0.197618833310377
"WALKING_UPSTAIRS","1","BodyGyro","std","X",-0.555381797641509
"WALKING_UPSTAIRS","1","BodyGyro","std","Y",0.0778220446820755
"WALKING_UPSTAIRS","1","BodyGyro","std","Z",-0.53943825745283
"WALKING_UPSTAIRS","1","BodyGyroJerk","mean","X",-0.122232768011321
"WALKING_UPSTAIRS","1","BodyGyroJerk","mean","Y",-0.0421485884509434
"WALKING_UPSTAIRS","1","BodyGyroJerk","mean","Z",-0.0407125527654717
"WALKING_UPSTAIRS","1","BodyGyroJerk","std","X",-0.614786508490566
"WALKING_UPSTAIRS","1","BodyGyroJerk","std","Y",-0.601696656226415
"WALKING_UPSTAIRS","1","BodyGyroJerk","std","Z",-0.606332002264151
"WALKING_UPSTAIRS","1","BodyGyroJerkMag","mean",NA,-0.59488286509434
"WALKING_UPSTAIRS","1","BodyGyroJerkMag","std",NA,-0.648553044339623
"WALKING_UPSTAIRS","1","BodyGyroMag","mean",NA,-0.126735589969811
"WALKING_UPSTAIRS","1","BodyGyroMag","std",NA,-0.14861931805283
"WALKING_UPSTAIRS","1","GravityAcc","mean","X",0.89335109754717
"WALKING_UPSTAIRS","1","GravityAcc","mean","Y",-0.362153364339623
"WALKING_UPSTAIRS","1","GravityAcc","mean","Z",-0.075402939754717
"WALKING_UPSTAIRS","1","GravityAcc","std","X",-0.956367027924528
"WALKING_UPSTAIRS","1","GravityAcc","std","Y",-0.952849233207547
"WALKING_UPSTAIRS","1","GravityAcc","std","Z",-0.912379410377358
"WALKING_UPSTAIRS","1","GravityAccMag","mean",NA,-0.129927630735849
"WALKING_UPSTAIRS","1","GravityAccMag","std",NA,-0.324970929245283
"WALKING_UPSTAIRS","2","BodyAcc","mean","X",-0.0097780714375
"WALKING_UPSTAIRS","2","BodyAcc","mean","Y",-0.00574382719302083
"WALKING_UPSTAIRS","2","BodyAcc","mean","Z",-0.216757942861458
"WALKING_UPSTAIRS","2","BodyAcc","std","X",-0.312479410416667
"WALKING_UPSTAIRS","2","BodyAcc","std","Y",0.0964537794989583
"WALKING_UPSTAIRS","2","BodyAcc","std","Z",-0.103332998826042
"WALKING_UPSTAIRS","2","BodyAccJerk","mean","X",-0.0920943278859375
"WALKING_UPSTAIRS","2","BodyAccJerk","mean","Y",-0.0987759934279167
"WALKING_UPSTAIRS","2","BodyAccJerk","mean","Z",-0.251623312041667
"WALKING_UPSTAIRS","2","BodyAccJerk","std","X",-0.32076866396875
"WALKING_UPSTAIRS","2","BodyAccJerk","std","Y",-0.21460155044375
"WALKING_UPSTAIRS","2","BodyAccJerk","std","Z",-0.599418666979167
"WALKING_UPSTAIRS","2","BodyAccJerkMag","mean",NA,-0.321268911041667
"WALKING_UPSTAIRS","2","BodyAccJerkMag","std",NA,-0.21738939458125
"WALKING_UPSTAIRS","2","BodyAccMag","mean",NA,-0.126320609338542
"WALKING_UPSTAIRS","2","BodyAccMag","std",NA,-0.286352644522917
"WALKING_UPSTAIRS","2","BodyBodyAccJerkMag","mean",NA,-0.189511136902083
"WALKING_UPSTAIRS","2","BodyBodyAccJerkMag","std",NA,-0.2604238389625
"WALKING_UPSTAIRS","2","BodyBodyGyroJerkMag","mean",NA,-0.60079849625
"WALKING_UPSTAIRS","2","BodyBodyGyroJerkMag","std",NA,-0.621820202916667
"WALKING_UPSTAIRS","2","BodyBodyGyroMag","mean",NA,-0.450612184791667
"WALKING_UPSTAIRS","2","BodyBodyGyroMag","std",NA,-0.438620401875
"WALKING_UPSTAIRS","2","BodyGyro","mean","X",-0.194667420458333
"WALKING_UPSTAIRS","2","BodyGyro","mean","Y",-0.260087216848958
"WALKING_UPSTAIRS","2","BodyGyro","mean","Z",-0.0898818599166667
"WALKING_UPSTAIRS","2","BodyGyro","std","X",-0.457805952291667
"WALKING_UPSTAIRS","2","BodyGyro","std","Y",-0.4630284128125
"WALKING_UPSTAIRS","2","BodyGyro","std","Z",-0.191034131579167
"WALKING_UPSTAIRS","2","BodyGyroJerk","mean","X",-0.0828858001333333
"WALKING_UPSTAIRS","2","BodyGyroJerk","mean","Y",-0.0424053708458333
"WALKING_UPSTAIRS","2","BodyGyroJerk","mean","Z",-0.0445157481625
"WALKING_UPSTAIRS","2","BodyGyroJerk","std","X",-0.464854363125
"WALKING_UPSTAIRS","2","BodyGyroJerk","std","Y",-0.645491337708333
"WALKING_UPSTAIRS","2","BodyGyroJerk","std","Z",-0.467595961041667
"WALKING_UPSTAIRS","2","BodyGyroJerkMag","mean",NA,-0.572816438541667
"WALKING_UPSTAIRS","2","BodyGyroJerkMag","std",NA,-0.597291719166667
"WALKING_UPSTAIRS","2","BodyGyroMag","mean",NA,-0.219713472958333
"WALKING_UPSTAIRS","2","BodyGyroMag","std",NA,-0.377532167604167
"WALKING_UPSTAIRS","2","GravityAcc","mean","X",0.790717418541667
"WALKING_UPSTAIRS","2","GravityAcc","mean","Y",-0.416214890416667
"WALKING_UPSTAIRS","2","GravityAcc","mean","Z",-0.195888238891667
"WALKING_UPSTAIRS","2","GravityAcc","std","X",-0.934407739791667
"WALKING_UPSTAIRS","2","GravityAcc","std","Y",-0.92376745375
"WALKING_UPSTAIRS","2","GravityAcc","std","Z",-0.878004056875
"WALKING_UPSTAIRS","2","GravityAccMag","mean",NA,-0.107322679520833
"WALKING_UPSTAIRS","2","GravityAccMag","std",NA,-0.205977045295833
"WALKING_UPSTAIRS","3","BodyAcc","mean","X",-0.0655921692033898
"WALKING_UPSTAIRS","3","BodyAcc","mean","Y",-0.05561017836
"WALKING_UPSTAIRS","3","BodyAcc","mean","Z",-0.307279695955932
"WALKING_UPSTAIRS","3","BodyAcc","std","X",-0.299228230838983
"WALKING_UPSTAIRS","3","BodyAcc","std","Y",0.00179410302033898
"WALKING_UPSTAIRS","3","BodyAcc","std","Z",-0.360275915169492
"WALKING_UPSTAIRS","3","BodyAccJerk","mean","X",-0.217873103826271
"WALKING_UPSTAIRS","3","BodyAccJerk","mean","Y",-0.122023810211271
"WALKING_UPSTAIRS","3","BodyAccJerk","mean","Z",-0.328246990128814
"WALKING_UPSTAIRS","3","BodyAccJerk","std","X",-0.472405563305085
"WALKING_UPSTAIRS","3","BodyAccJerk","std","Y",-0.259935944092373
"WALKING_UPSTAIRS","3","BodyAccJerk","std","Z",-0.723628787881356
"WALKING_UPSTAIRS","3","BodyAccJerkMag","mean",NA,-0.436901159491525
"WALKING_UPSTAIRS","3","BodyAccJerkMag","std",NA,-0.439020591694915
"WALKING_UPSTAIRS","3","BodyAccMag","mean",NA,-0.249940487245763
"WALKING_UPSTAIRS","3","BodyAccMag","std",NA,-0.390795900847458
"WALKING_UPSTAIRS","3","BodyBodyAccJerkMag","mean",NA,-0.412920898474576
"WALKING_UPSTAIRS","3","BodyBodyAccJerkMag","std",NA,-0.48060920220339
"WALKING_UPSTAIRS","3","BodyBodyGyroJerkMag","mean",NA,-0.716877778644068
"WALKING_UPSTAIRS","3","BodyBodyGyroJerkMag","std",NA,-0.740033436271186
"WALKING_UPSTAIRS","3","BodyBodyGyroMag","mean",NA,-0.514211583728814
"WALKING_UPSTAIRS","3","BodyBodyGyroMag","std",NA,-0.445181802430508
"WALKING_UPSTAIRS","3","BodyGyro","mean","X",-0.153009325415254
"WALKING_UPSTAIRS","3","BodyGyro","mean","Y",-0.388284456971186
"WALKING_UPSTAIRS","3","BodyGyro","mean","Z",-0.204971495912712
"WALKING_UPSTAIRS","3","BodyGyro","std","X",-0.470430126940678
"WALKING_UPSTAIRS","3","BodyGyro","std","Y",-0.569394396525424
"WALKING_UPSTAIRS","3","BodyGyro","std","Z",-0.526712477372881
"WALKING_UPSTAIRS","3","BodyGyroJerk","mean","X",-0.115510569491525
"WALKING_UPSTAIRS","3","BodyGyroJerk","mean","Y",-0.0400372510491525
"WALKING_UPSTAIRS","3","BodyGyroJerk","mean","Z",-0.0498180874305085
"WALKING_UPSTAIRS","3","BodyGyroJerk","std","X",-0.507270757966102
"WALKING_UPSTAIRS","3","BodyGyroJerk","std","Y",-0.775774143389831
"WALKING_UPSTAIRS","3","BodyGyroJerk","std","Z",-0.573433947627119
"WALKING_UPSTAIRS","3","BodyGyroJerkMag","mean",NA,-0.658861401355932
"WALKING_UPSTAIRS","3","BodyGyroJerkMag","std",NA,-0.718028040338983
"WALKING_UPSTAIRS","3","BodyGyroMag","mean",NA,-0.347321812220339
"WALKING_UPSTAIRS","3","BodyGyroMag","std",NA,-0.408886653186441
"WALKING_UPSTAIRS","3","GravityAcc","mean","X",0.883533436101695
"WALKING_UPSTAIRS","3","GravityAcc","mean","Y",-0.382851153728814
"WALKING_UPSTAIRS","3","GravityAcc","mean","Z",-0.162943955254237
"WALKING_UPSTAIRS","3","GravityAcc","std","X",-0.944040819322034
"WALKING_UPSTAIRS","3","GravityAcc","std","Y",-0.909825953898305
"WALKING_UPSTAIRS","3","GravityAcc","std","Z",-0.909469675084746
"WALKING_UPSTAIRS","3","GravityAccMag","mean",NA,-0.184014895
"WALKING_UPSTAIRS","3","GravityAccMag","std",NA,-0.333597432542373
"WALKING_UPSTAIRS","4","BodyAcc","mean","X",-0.0118057868173077
"WALKING_UPSTAIRS","4","BodyAcc","mean","Y",-0.0745447955326346
"WALKING_UPSTAIRS","4","BodyAcc","mean","Z",-0.319437589105769
"WALKING_UPSTAIRS","4","BodyAcc","std","X",-0.189075130959135
"WALKING_UPSTAIRS","4","BodyAcc","std","Y",-0.0840621782792308
"WALKING_UPSTAIRS","4","BodyAcc","std","Z",-0.358623797692308
"WALKING_UPSTAIRS","4","BodyAccJerk","mean","X",-0.181103728172115
"WALKING_UPSTAIRS","4","BodyAccJerk","mean","Y",-0.137201643964038
"WALKING_UPSTAIRS","4","BodyAccJerk","mean","Z",-0.343352062931731
"WALKING_UPSTAIRS","4","BodyAccJerk","std","X",-0.388625306057692
"WALKING_UPSTAIRS","4","BodyAccJerk","std","Y",-0.298034103057692
"WALKING_UPSTAIRS","4","BodyAccJerk","std","Z",-0.744633743461538
"WALKING_UPSTAIRS","4","BodyAccJerkMag","mean",NA,-0.400922254807692
"WALKING_UPSTAIRS","4","BodyAccJerkMag","std",NA,-0.437261477884615
"WALKING_UPSTAIRS","4","BodyAccMag","mean",NA,-0.215264716794231
"WALKING_UPSTAIRS","4","BodyAccMag","std",NA,-0.256509099471154
"WALKING_UPSTAIRS","4","BodyBodyAccJerkMag","mean",NA,-0.397406285
"WALKING_UPSTAIRS","4","BodyBodyAccJerkMag","std",NA,-0.497324087307692
"WALKING_UPSTAIRS","4","BodyBodyGyroJerkMag","mean",NA,-0.740749226346154
"WALKING_UPSTAIRS","4","BodyBodyGyroJerkMag","std",NA,-0.794209483076923
"WALKING_UPSTAIRS","4","BodyBodyGyroMag","mean",NA,-0.575794072115385
"WALKING_UPSTAIRS","4","BodyBodyGyroMag","std",NA,-0.552489628846154
"WALKING_UPSTAIRS","4","BodyGyro","mean","X",-0.165843236302885
"WALKING_UPSTAIRS","4","BodyGyro","mean","Y",-0.385128684949038
"WALKING_UPSTAIRS","4","BodyGyro","mean","Z",-0.133195176388462
"WALKING_UPSTAIRS","4","BodyGyro","std","X",-0.468989868365385
"WALKING_UPSTAIRS","4","BodyGyro","std","Y",-0.520504924230769
"WALKING_UPSTAIRS","4","BodyGyro","std","Z",-0.392672280096154
"WALKING_UPSTAIRS","4","BodyGyroJerk","mean","X",-0.1314720713
"WALKING_UPSTAIRS","4","BodyGyroJerk","mean","Y",-0.0390508828865385
"WALKING_UPSTAIRS","4","BodyGyroJerk","mean","Z",-0.0722496260807692
"WALKING_UPSTAIRS","4","BodyGyroJerk","std","X",-0.533666803846154
"WALKING_UPSTAIRS","4","BodyGyroJerk","std","Y",-0.840722752692308
"WALKING_UPSTAIRS","4","BodyGyroJerk","std","Z",-0.556236584807692
"WALKING_UPSTAIRS","4","BodyGyroJerkMag","mean",NA,-0.686978374423077
"WALKING_UPSTAIRS","4","BodyGyroJerkMag","std",NA,-0.755270457692308
"WALKING_UPSTAIRS","4","BodyGyroMag","mean",NA,-0.299779407884615
"WALKING_UPSTAIRS","4","BodyGyroMag","std",NA,-0.510974134423077
"WALKING_UPSTAIRS","4","GravityAcc","mean","X",0.946264314423077
"WALKING_UPSTAIRS","4","GravityAcc","mean","Y",-0.232944304615385
"WALKING_UPSTAIRS","4","GravityAcc","mean","Z",0.0841675382884615
"WALKING_UPSTAIRS","4","GravityAcc","std","X",-0.958495235576923
"WALKING_UPSTAIRS","4","GravityAcc","std","Y",-0.923376019038462
"WALKING_UPSTAIRS","4","GravityAcc","std","Z",-0.919619453269231
"WALKING_UPSTAIRS","4","GravityAccMag","mean",NA,-0.153703935357692
"WALKING_UPSTAIRS","4","GravityAccMag","std",NA,-0.212012300480769
"WALKING_UPSTAIRS","5","BodyAcc","mean","X",0.0534870649680851
"WALKING_UPSTAIRS","5","BodyAcc","mean","Y",0.0201816701465957
"WALKING_UPSTAIRS","5","BodyAcc","mean","Z",-0.282471065361702
"WALKING_UPSTAIRS","5","BodyAcc","std","X",-0.0252309873446808
"WALKING_UPSTAIRS","5","BodyAcc","std","Y",0.175030045328723
"WALKING_UPSTAIRS","5","BodyAcc","std","Z",-0.299097818925532
"WALKING_UPSTAIRS","5","BodyAccJerk","mean","X",-0.105090561021277
"WALKING_UPSTAIRS","5","BodyAccJerk","mean","Y",-0.0914024422808511
"WALKING_UPSTAIRS","5","BodyAccJerk","mean","Z",-0.316154208981809
"WALKING_UPSTAIRS","5","BodyAccJerk","std","X",-0.224612203638298
"WALKING_UPSTAIRS","5","BodyAccJerk","std","Y",-0.115168882774468
"WALKING_UPSTAIRS","5","BodyAccJerk","std","Z",-0.653597371702128
"WALKING_UPSTAIRS","5","BodyAccJerkMag","mean",NA,-0.247403476914894
"WALKING_UPSTAIRS","5","BodyAccJerkMag","std",NA,-0.310186545957447
"WALKING_UPSTAIRS","5","BodyAccMag","mean",NA,-0.0628526614005319
"WALKING_UPSTAIRS","5","BodyAccMag","std",NA,-0.195414155457447
"WALKING_UPSTAIRS","5","BodyBodyAccJerkMag","mean",NA,-0.264674938957447
"WALKING_UPSTAIRS","5","BodyBodyAccJerkMag","std",NA,-0.378616675957447
"WALKING_UPSTAIRS","5","BodyBodyGyroJerkMag","mean",NA,-0.571344138723404
"WALKING_UPSTAIRS","5","BodyBodyGyroJerkMag","std",NA,-0.572485019787234
"WALKING_UPSTAIRS","5","BodyBodyGyroMag","mean",NA,-0.392564530851064
"WALKING_UPSTAIRS","5","BodyBodyGyroMag","std",NA,-0.440445051914894
"WALKING_UPSTAIRS","5","BodyGyro","mean","X",-0.112047992048936
"WALKING_UPSTAIRS","5","BodyGyro","mean","Y",-0.316902299305319
"WALKING_UPSTAIRS","5","BodyGyro","mean","Z",-0.0486785556478723
"WALKING_UPSTAIRS","5","BodyGyro","std","X",-0.472513921276596
"WALKING_UPSTAIRS","5","BodyGyro","std","Y",-0.421916109787234
"WALKING_UPSTAIRS","5","BodyGyro","std","Z",-0.322914669968085
"WALKING_UPSTAIRS","5","BodyGyroJerk","mean","X",-0.143029686361702
"WALKING_UPSTAIRS","5","BodyGyroJerk","mean","Y",-0.0559895777393617
"WALKING_UPSTAIRS","5","BodyGyroJerk","mean","Z",-0.0534895401
"WALKING_UPSTAIRS","5","BodyGyroJerk","std","X",-0.305245202489362
"WALKING_UPSTAIRS","5","BodyGyroJerk","std","Y",-0.631822048297872
"WALKING_UPSTAIRS","5","BodyGyroJerk","std","Z",-0.282154378489362
"WALKING_UPSTAIRS","5","BodyGyroJerkMag","mean",NA,-0.47348816787234
"WALKING_UPSTAIRS","5","BodyGyroJerkMag","std",NA,-0.557988065531915
"WALKING_UPSTAIRS","5","BodyGyroMag","mean",NA,-0.235516929306383
"WALKING_UPSTAIRS","5","BodyGyroMag","std",NA,-0.354687870212766
"WALKING_UPSTAIRS","5","GravityAcc","mean","X",0.936821834893617
"WALKING_UPSTAIRS","5","GravityAcc","mean","Y",-0.265942569148936
"WALKING_UPSTAIRS","5","GravityAcc","mean","Z",-0.0232035364248936
"WALKING_UPSTAIRS","5","GravityAcc","std","X",-0.95357996893617
"WALKING_UPSTAIRS","5","GravityAcc","std","Y",-0.900511719787234
"WALKING_UPSTAIRS","5","GravityAcc","std","Z",-0.92141958
"WALKING_UPSTAIRS","5","GravityAccMag","mean",NA,0.0435562021989362
"WALKING_UPSTAIRS","5","GravityAccMag","std",NA,-0.136736383765957
"WALKING_UPSTAIRS","6","BodyAcc","mean","X",0.0685769911470588
"WALKING_UPSTAIRS","6","BodyAcc","mean","Y",0.0352804857258824
"WALKING_UPSTAIRS","6","BodyAcc","mean","Z",-0.274665269254902
"WALKING_UPSTAIRS","6","BodyAcc","std","X",-0.0356342907895098
"WALKING_UPSTAIRS","6","BodyAcc","std","Y",0.17419994725
"WALKING_UPSTAIRS","6","BodyAcc","std","Z",-0.359696849673529
"WALKING_UPSTAIRS","6","BodyAccJerk","mean","X",-0.0863530099803922
"WALKING_UPSTAIRS","6","BodyAccJerk","mean","Y",-0.0596390800676471
"WALKING_UPSTAIRS","6","BodyAccJerk","mean","Z",-0.275846390838235
"WALKING_UPSTAIRS","6","BodyAccJerk","std","X",-0.183558115166667
"WALKING_UPSTAIRS","6","BodyAccJerk","std","Y",-0.0291903028214706
"WALKING_UPSTAIRS","6","BodyAccJerk","std","Z",-0.566252322647059
"WALKING_UPSTAIRS","6","BodyAccJerkMag","mean",NA,-0.207379799254902
"WALKING_UPSTAIRS","6","BodyAccJerkMag","std",NA,-0.169970363039216
"WALKING_UPSTAIRS","6","BodyAccMag","mean",NA,-0.0320844210885294
"WALKING_UPSTAIRS","6","BodyAccMag","std",NA,-0.150656158942157
"WALKING_UPSTAIRS","6","BodyBodyAccJerkMag","mean",NA,-0.169868234496078
"WALKING_UPSTAIRS","6","BodyBodyAccJerkMag","std",NA,-0.177734840922353
"WALKING_UPSTAIRS","6","BodyBodyGyroJerkMag","mean",NA,-0.45923633377451
"WALKING_UPSTAIRS","6","BodyBodyGyroJerkMag","std",NA,-0.455937719019608
"WALKING_UPSTAIRS","6","BodyBodyGyroMag","mean",NA,-0.230627015078431
"WALKING_UPSTAIRS","6","BodyBodyGyroMag","std",NA,-0.318173892545098
"WALKING_UPSTAIRS","6","BodyGyro","mean","X",-0.0959028453578431
"WALKING_UPSTAIRS","6","BodyGyro","mean","Y",-0.190775989268333
"WALKING_UPSTAIRS","6","BodyGyro","mean","Z",0.0100045957880392
"WALKING_UPSTAIRS","6","BodyGyro","std","X",-0.356110925843137
"WALKING_UPSTAIRS","6","BodyGyro","std","Y",-0.314709236529412
"WALKING_UPSTAIRS","6","BodyGyro","std","Z",-0.246949133386274
"WALKING_UPSTAIRS","6","BodyGyroJerk","mean","X",-0.0652024492378431
"WALKING_UPSTAIRS","6","BodyGyroJerk","mean","Y",-0.0457705354509804
"WALKING_UPSTAIRS","6","BodyGyroJerk","mean","Z",-0.0576800048435294
"WALKING_UPSTAIRS","6","BodyGyroJerk","std","X",-0.186763293747059
"WALKING_UPSTAIRS","6","BodyGyroJerk","std","Y",-0.486494120980392
"WALKING_UPSTAIRS","6","BodyGyroJerk","std","Z",-0.170814790834118
"WALKING_UPSTAIRS","6","BodyGyroJerkMag","mean",NA,-0.342895367921569
"WALKING_UPSTAIRS","6","BodyGyroJerkMag","std",NA,-0.440079851313725
"WALKING_UPSTAIRS","6","BodyGyroMag","mean",NA,-0.12912124415098
"WALKING_UPSTAIRS","6","BodyGyroMag","std",NA,-0.199893710196078
"WALKING_UPSTAIRS","6","GravityAcc","mean","X",0.913632241568627
"WALKING_UPSTAIRS","6","GravityAcc","mean","Y",-0.340732608823529
"WALKING_UPSTAIRS","6","GravityAcc","mean","Z",-0.0184608964392157
"WALKING_UPSTAIRS","6","GravityAcc","std","X",-0.959399425098039
"WALKING_UPSTAIRS","6","GravityAcc","std","Y",-0.912900683137255
"WALKING_UPSTAIRS","6","GravityAcc","std","Z",-0.906196352156863
